Id,Model,Price,Age,Mfg_Month,Millage,HP,Automatic,CC,Doors,Cylinders,Gears,QuartTax,Weight
430,HONDA Civic 1.6 VVT-i L. Sol Wagon Stationwagen,12500,54,3,84598,110,0,1600,5,4,5,19,1075
431,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,83567,110,0,1600,5,4,5,85,1075
432,HONDA Civic 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,7,83106,110,0,1600,5,4,5,85,1075
433, HONDA Civic 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12200,50,7,82805,110,0,1600,3,4,5,69,1040
434,HONDA Civic 1.4 16V VVT I HATCHB SOL 2/3-Doors,10950,50,7,82735,97,0,1400,3,4,5,69,1030
435, HONDA Civic 1.6 LB LINEA SOL 4/5-Doors,10950,54,3,81905,110,0,1600,5,4,5,19,1105
436,HONDA Civic 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11290,49,8,80320,110,1,1600,3,4,5,85,1070
437,HONDA Civic 1.4 VVT-i Linea Sol HB 2/3-Doors,10750,49,8,80090,97,0,1400,3,4,5,69,1030
438,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10895,53,4,79800,110,0,1600,5,4,5,85,1075
439, HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,47,10,78785,110,0,1600,5,4,5,197,1119
440, HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9750,48,9,78600,110,0,1600,5,4,5,85,1075
441,HONDA Civic 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10250,55,2,77780,110,0,1600,3,4,5,69,1040
442,HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12500,49,8,77648,110,0,1600,4,4,5,69,1030
443, HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,3,77270,110,0,1600,4,4,5,69,1035
444,HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10750,50,7,76167,97,0,1400,5,4,5,85,1060
445, HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11450,46,11,75249,110,0,1600,4,4,5,69,1035
446,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,54,3,75231,110,0,1600,5,4,5,85,1080
447,HONDA Civic 1.6 G6 HB 2/3-Doors,11750,48,9,75045,110,0,1600,3,4,6,85,1055
448, HONDA Civic 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,50,7,74849,110,1,1600,4,4,5,85,1060
449, HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,55,2,74715,110,0,1600,5,4,5,85,1080
450, HONDA Civic 1.9 D HATCHB TERRA 2/3-Doors,10995,49,8,74656,69,0,1900,3,4,5,185,1105
451,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,56,1,74500,97,0,1400,3,4,5,69,1025
452, HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,49,8,74494,110,0,1600,5,4,5,85,1075
453,HONDA Civic 1.6 4/5-Doors,10500,50,7,73634,110,0,1587,5,4,5,85,1075
454,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,47,10,73403,110,0,1600,5,4,5,85,1075
455, HONDA Civic 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,49,8,73175,97,0,1400,3,4,5,69,1030
456,HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,52,5,73000,110,0,1600,3,4,5,85,1055
457,HONDA Civic 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,50,7,72242,110,1,1600,3,4,5,85,1070
458, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,53,4,72000,97,0,1400,3,4,5,69,1025
459, HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,54,3,71725,110,0,1600,4,4,5,69,1035
460,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,3,71276,110,0,1600,5,4,5,85,1080
461,HONDA Civic 1.9 D Linea Terra 2/3-Doors,8695,50,7,70440,69,0,1900,3,4,5,185,1105
462,HONDA Civic 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,53,4,70239,110,0,1600,3,4,5,69,1040
463,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,55,2,69813,97,0,1400,3,4,5,69,1025
464, HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,11950,49,8,69659,86,0,1300,3,4,6,69,1025
465,HONDA Civic 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,46,11,69574,97,0,1400,5,4,5,85,1065
466, HONDA Civic 1.9 D LIFTB TERRA 4/5-Doors,8750,47,10,69000,69,0,1900,5,4,5,185,1140
467,HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,49,8,68565,110,0,1600,4,4,5,69,1030
468,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,55,2,68520,72,0,2000,3,4,5,185,1115
469,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,46,11,68414,97,0,1400,3,4,5,69,1025
470,HONDA Civic 1.6 16V WAGON LINEA LUNA Stationwagen,11950,56,1,66777,110,0,1600,5,4,5,85,1090
471, HONDA Civic 1.6 16V VVT I WAGON TERRA Stationwagen,13950,52,5,66527,110,0,1600,5,4,5,85,1080
472, HONDA Civic 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,54,3,66063,110,0,1600,5,4,5,85,1090
473,HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,50,7,65471,97,0,1400,5,4,5,85,1060
474,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,1,65400,97,0,1400,3,4,5,69,1025
475,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,52,5,65170,97,0,1400,3,4,5,69,1025
476,HONDA Civic 1.6 sol lb 4/5-Doors,11950,56,1,65000,110,0,1600,5,4,5,19,1075
477,HONDA Civic 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,9,64193,110,0,1600,3,4,5,69,1040
478,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,3,64000,97,0,1400,3,4,5,69,1025
479,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,3,63792,110,0,1600,5,4,5,85,1075
480,HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,4,63635,110,0,1600,4,4,5,69,1035
481, HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,3,63135,110,0,1600,3,4,5,69,1050
482,HONDA Civic 1.6 SDN LINEA SOL 4/5-Doors,11950,54,3,63123,110,0,1600,4,4,5,69,1035
483,HONDA Civic 1.9 D Wagon Stationwagen,11500,48,9,63000,69,0,1900,5,4,5,185,1140
484,HONDA Civic 1.6 SDN LINEA SOL 4/5-Doors,11500,55,2,63000,110,0,1600,4,4,5,69,1035
485,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,3,62987,110,0,1600,5,4,5,85,1080
486, HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,1,62751,110,0,1600,3,4,5,69,1050
487,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,3,62519,97,0,1400,3,4,5,69,1025
488, HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,62280,97,0,1400,5,4,5,85,1060
489, HONDA Civic 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,7,61672,110,0,1600,5,4,5,85,1075
490,HONDA Civic LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,3,61000,69,0,2000,5,4,5,185,1140
491, HONDA Civic 1.6 16V HATCHB S 2/3-Doors,12000,56,1,61000,110,0,1600,3,4,5,69,1050
492,HONDA Civic ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,4,60558,110,0,1600,4,4,5,19,1105
493, HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,10,60348,110,0,1600,4,4,5,69,1030
494, HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,3,60239,110,0,1600,5,4,5,85,1075
495, HONDA Civic 1.4 VVTI Linea Terra 2/3-Doors,9799,51,6,59000,97,0,1400,3,4,5,69,1025
496,HONDA Civic 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,6,58761,97,0,1300,5,4,5,85,1060
497,HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,3,58745,110,0,1600,4,4,5,69,1035
498,HONDA Civic 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,5,58596,110,0,1600,3,4,5,69,1045
499, HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,3,58530,110,0,1600,5,4,5,85,1075
500,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,10950,55,2,58377,110,0,1600,3,4,5,69,1050
501, HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,1,58142,110,0,1600,5,4,5,85,1080
502,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,4,57948,97,0,1400,3,4,5,69,1025
503,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,6,57645,110,0,1600,5,4,5,85,1080
504, HONDA Civic 1.6 SDN LINEA SOL 4/5-Doors,11950,47,10,57500,110,0,1600,4,4,5,19,1105
505, HONDA Civic 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,4,57475,110,0,1600,3,4,5,69,1040
506,HONDA Civic 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,2,56743,110,0,1600,3,4,5,69,1045
507, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,9,56675,97,0,1400,3,4,5,69,1025
508,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,3,55877,110,0,1600,5,4,5,85,1075
509,HONDA Civic 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,4,55500,110,0,1600,4,4,5,69,1035
510, HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,2,54900,97,0,1400,5,4,5,85,1060
511,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,54465,110,0,1600,5,4,5,85,1075
512, HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,11,53700,97,0,1400,5,4,5,85,1060
513, HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,5,53561,97,0,1400,5,4,5,85,1060
514,HONDA Civic 1.6 16v Liftback Linea So 4/5-Doors,11900,51,6,53408,110,0,1600,5,4,5,85,1080
515, HONDA Civic 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,6,53268,110,0,1600,5,4,5,85,1080
516, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,8,53116,97,0,1400,3,4,5,69,1025
517,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,1,52448,97,0,1400,3,4,5,69,1025
518,HONDA Civic 1.4 HB LINEA TERRA 2/3-Doors,10750,55,2,52149,97,0,1400,3,4,5,19,1085
519,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,2,52141,110,0,1600,5,4,5,85,1070
520,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,1,52000,97,0,1400,3,4,5,69,1025
521, HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,9,50967,97,0,1400,5,4,5,85,1060
522,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,7,50400,110,0,1600,5,4,5,85,1080
523, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,3,50000,97,0,1400,3,4,5,69,1025
524,HONDA Civic 1.3 G6 liftback 4/5-Doors,11950,51,6,50000,86,0,1300,5,4,5,69,1045
525,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,4,49969,110,0,1600,5,4,5,85,1075
526, HONDA Civic 1.6 HB LINEA TERRA 2/3-Doors,18950,49,8,49568,110,0,1600,3,4,5,19,1105
527, HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,6,49473,110,0,1600,3,4,5,85,1055
528,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,5,49432,110,0,1600,3,4,5,69,1050
529,HONDA Civic 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,9,49417,110,0,1600,3,4,5,69,1045
530,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,3,49366,97,0,1400,3,4,5,69,1025
531, HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,1,48731,110,0,1600,3,4,5,85,1055
532,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,3,48370,110,0,1600,5,4,5,85,1080
533,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,9,48071,97,0,1400,3,4,5,69,1025
534,HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,3,47852,110,0,1600,4,4,5,69,1030
535, HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,3,47768,110,0,1600,3,4,5,85,1055
536, HONDA Civic 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,5,47689,110,0,1600,5,4,5,85,1075
537,HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,4,47451,110,0,1600,3,4,5,85,1055
538,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,7,47219,110,0,1600,5,4,5,85,1080
539, HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,1,47211,110,0,1600,5,4,5,85,1070
540, HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,3,46856,97,0,1400,5,4,5,85,1060
541, HONDA Civic 1.3 Linea Terra liftback 4/5-Doors,10950,56,1,46500,86,0,1300,5,4,5,69,1035
542,HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,5,46449,110,0,1600,4,4,5,69,1035
543, HONDA Civic LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,10,46391,110,0,1600,5,4,5,85,1075
544,HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,3,46230,110,0,1600,3,4,5,85,1055
545, HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,5,46029,110,0,1600,4,4,5,69,1030
546, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,7,46000,97,0,1400,3,4,5,69,1025
547, HONDA Civic 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,7,45900,110,0,1600,5,4,5,85,1075
548,HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,10,45850,97,0,1400,5,4,5,85,1060
549,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,1,45336,110,0,1600,5,4,5,85,1080
550, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,2,44537,97,0,1400,3,4,5,69,1025
551,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,10750,56,1,43700,86,0,1300,3,4,5,69,1025
552, HONDA Civic 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,9,43120,97,0,1400,3,4,5,69,1030
554,HONDA Civic 1.6 Hatchback 2/3-Doors,10450,49,8,41710,110,0,1600,3,4,5,69,1040
555,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,5,41700,97,0,1400,3,4,5,69,1025
556, HONDA Civic 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,8,41636,110,0,1600,5,4,5,19,1105
557,HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,7,41273,97,0,1400,5,4,5,85,1060
558,HONDA Civic 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,8,40836,110,1,1600,3,4,5,85,1075
559,HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,7,40400,97,0,1400,5,4,5,85,1060
560,HONDA Civic 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,10,40361,110,0,1600,5,4,5,85,1090
561,HONDA Civic 1.3 16V LIFTB G6 4/5-Doors,13750,54,3,40325,86,0,1300,5,4,5,69,1045
562, HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,10,40000,110,0,1600,5,4,5,85,1080
563,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,7,39706,110,0,1600,5,4,5,85,1080
564, HONDA Civic 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,3,39291,110,0,1600,3,4,5,69,1040
565, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,3,39000,97,0,1400,3,4,5,69,1025
566,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,10,38900,97,0,1400,3,4,5,69,1025
567,HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,6,38403,110,0,1600,3,4,5,85,1055
568, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,1,37461,97,0,1400,3,4,5,69,1025
569,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,3,37000,97,0,1400,3,4,5,69,1025
570, HONDA Civic 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,2,36406,110,0,1600,4,4,5,69,1035
571,HONDA Civic 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,9,36005,97,0,1400,5,4,5,85,1065
572, HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,5,36000,110,0,1600,5,4,5,85,1075
573,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,8,36000,110,0,1600,5,4,5,85,1080
574, HONDA Civic 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,12,36000,110,1,1600,3,4,5,85,1070
575,HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,5,35823,110,0,1600,5,4,5,85,1075
576, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,1,35230,97,0,1400,3,4,5,69,1025
577,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,9,35142,110,0,1600,3,4,5,85,1055
578,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,8,34890,97,0,1400,3,4,5,69,1025
579,HONDA Civic 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,6,34882,110,0,1600,5,4,5,85,1075
580, HONDA Civic 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,11,34000,110,0,1600,5,4,5,85,1075
581,HONDA Civic 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,1,33998,110,0,1600,5,4,5,85,1080
582,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,2,33230,110,0,1600,3,4,5,69,1050
583,HONDA Civic 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,11,33021,110,0,1600,5,4,5,85,1080
584, HONDA Civic 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,8,31999,97,0,1400,3,4,5,69,1030
585,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,5,31579,97,0,1400,3,4,5,69,1025
586,HONDA Civic 1.4 HB Terra 2/3-Doors,8950,56,1,31000,97,0,1400,3,4,5,69,1025
587,HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,11,30806,97,0,1400,5,4,5,85,1060
588, HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,2,30461,86,0,1300,5,4,5,69,1050
589,HONDA Civic 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,7,29686,110,1,1600,3,4,5,85,1075
590, HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,9950,55,2,29650,86,0,1300,3,4,6,69,1025
591, HONDA Civic 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,5,29500,110,0,1600,3,4,5,85,1055
592,HONDA Civic 1.4 HB LINEA TERRA 2/3-Doors,9950,48,9,28656,97,0,1400,3,4,5,19,1085
593,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,2,27500,97,0,1400,3,4,5,69,1025
594, HONDA Civic 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,9,26938,110,0,1600,3,4,5,69,1040
595,HONDA Civic 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,4,26624,97,0,1400,5,4,5,85,1060
596, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,10,26221,97,0,1400,3,4,5,69,1025
597,HONDA Civic LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,7,22648,97,0,1400,5,4,5,85,1060
598,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,7,22500,97,0,1400,3,4,5,69,1025
599, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,1,19313,97,0,1400,3,4,5,69,1025
600, HONDA Civic 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,7,17619,110,0,1600,4,4,5,69,1030
601, HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,6,17069,97,0,1400,3,4,5,69,1025
602,HONDA Civic 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,9,15000,97,0,1400,3,4,5,69,1025
603, HONDA Civic 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,7,10210,97,0,1400,5,4,5,85,1065
604,HONDA Civic 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,10,5309,110,1,1600,3,4,5,85,1070
605,HONDA Civic 2.0 d HB Diesel 2/3-Doors,7500,50,7,1,90,0,2000,3,4,5,64,1260
606,HONDA Civic 1.4 VVT-i Terra 2/3-Doors,8950,52,5,31000,97,0,1398,3,4,5,69,1025
607,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,11,205000,72,0,2000,4,4,5,185,1100
608,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,1,204250,72,0,2000,3,4,5,185,1115
609,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,1,194545,86,0,1300,4,4,5,69,1000
610,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,10,190900,72,0,2000,3,4,5,185,1115
611,HONDA Civic 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,7,183500,72,0,2000,5,4,5,185,1140
612,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,4,176184,72,0,2000,3,4,5,185,1115
613,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,2,174833,72,0,2000,4,4,5,185,1100
614,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,1,155720,86,0,1300,3,4,5,69,1015
615,HONDA Civic 1.6 Linea Terra Comfort 4/5-Doors,7950,67,2,155500,110,0,1600,5,4,5,69,1050
616,HONDA Civic 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,10,154783,72,0,2000,3,4,5,185,1120
617,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,5,154462,72,0,2000,5,4,5,185,1135
618,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,8250,64,5,150585,110,0,1600,3,4,6,85,1065
619,HONDA Civic 2.0diesel Stationwagen,6250,67,2,149000,90,0,2000,5,4,5,64,1135
620,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,7,147636,72,0,2000,5,4,5,185,1135
621,HONDA Civic 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,10,144521,72,0,2000,5,4,5,64,1135
622,HONDA Civic 1.6 16V G6 2/3-Doors,8450,64,5,144000,110,0,1600,3,4,6,72,1065
623,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,4,140168,72,0,2000,3,4,5,185,1115
624,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,1,140000,110,0,1600,5,4,5,85,1085
625,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,9,139800,72,0,2000,3,4,5,185,1115
626,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,10,137050,110,0,1600,3,4,5,197,1078
627,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,8750,61,8,136956,110,0,1600,3,4,6,85,1065
628,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,2,135337,110,0,1600,5,4,5,197,1120
629,HONDA Civic 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,5,133769,72,0,2000,3,4,5,185,1120
630,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,11,133405,72,0,2000,5,4,5,185,1135
631,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,4,132807,72,0,2000,5,4,5,185,1135
632,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,5,132393,72,0,2000,5,4,5,185,1135
633,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7750,60,9,130270,110,0,1600,3,4,5,69,1050
634,HONDA Civic 2.0D XL Sedan 4/5-Doors,7500,59,10,130000,72,0,2000,4,4,5,185,1135
635,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,2,127000,72,0,2000,5,4,5,185,1135
636,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,2,126800,72,0,2000,5,4,5,185,1135
637,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,3,126452,110,0,1600,5,4,5,85,1085
638,HONDA Civic Sw 20D Linea Terra Stationwagen,8950,62,7,125175,116,0,2000,5,4,5,185,1150
639,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,1,125000,72,0,2000,3,4,5,185,1115
640,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,8,123000,72,0,2000,5,4,5,185,1135
641,HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,10,121626,86,0,1300,5,4,5,69,1050
642,HONDA Civic 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,5,120400,110,0,1600,5,4,5,85,1090
643,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,3,120000,72,0,2000,4,4,5,185,1100
644,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,1,119541,110,0,1600,3,4,5,85,1055
645,HONDA Civic 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,1,119500,110,0,1600,5,4,5,85,1070
646,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,1,119289,110,0,1600,4,4,5,69,1035
